score,title,date,text
10/10,"Funny movie, live-action, comedy, cool and amazing",07 2023,"Barbie, the movie is great! It stars Margot Robbie as the character Barbie! There's also some so many starring actors/actresses who are also in that movie who they are fictitious! This movie is great for all viewers to watch, including millions people across the nation worldwide! The movie is a comedy, live action, and funny! Margot Robbie is an inspiring actress known for her movies, such as I, Tonya, About Time, and so much more! This movie is an inspiration for people who want to watch and see! Viewers who want to watch this movie watch it anywhere, anytime! Thank you, and have a nice day!!"
9/10,Just good fun and a great soundtrack,08 2023,"Even though I never played with Barbie myself, when word came out of a Barbie movie being released, I knew I had to watch it!."
7/10,It was pretty good but not worthy of the hype,07 2023,"Barbie was an entertaining movie, but was definitely not worth the hype that accompanied the film. The messages the movie wanted to share were so on the nose and explicit that it became jarring and weird. The movie also meandered from place to place and didn't seem to have a purpose for the majority of its run time."
5/10,Wolf in Sheep's Clothing,07 2023,"This film thinks it's the Lego Movie but is far more akin to Don't Worry Darling. Starting off in a Matriarchal society, '60s feminist paradise where every position in society is ran by women (this is never shown as oppressive or questionable) saturated with the neon pinks and pastel purples, quintessentially American and girly. All Kens are sidelined and have no meaning they are jealous of one another and simp over Barbie. Through the course of the film this paradigm is spun on its head and put back to how it was again, no fantastical change happens to this world once it is changed and fought over and won back again by the Barbies."
10/10,Greta shows real power of woman in Barbie,07 2023,"Greta Gerwig's Barbie explores creation myths in Barbieland, a parallel universe populated by Mattel dolls. The director uses the toy conglomerate's vast archive and successful products as tools to create a rich and weird material. The movie is a clever send-up of Barbie dolls and their legacy, featuring light-hearted jokes that poke fun at Mattel, the doll's lore, and the contradictions of our sexist society. The director's storytelling is impressive, and the film's humor is both lighthearted and chuckle-worthy. Gerwig's Barbieland, created by Sarah Greenwood and Jacqueline Durran, is a pink fever dream with funky compositions by Mark Ronson and Andrew Wyatt, bubblegum anthems by Dua Lipa, Nicki Minaj, and Ice Spice. The film features plastic trees and identical two-story Barbie dream homes, with flying being the preferred mode of transportation. The production design and costuming are exceptional, showcasing Gerwig's passion for details and her ability to create a dreamlike world. Barbieland is a feminist utopia in which Barbies serve as presidents, Supreme Court members, doctors, physicists, Nobel prize winners, and cancer cures. The dolls are not structurally different from our world, but they are represented by political fantasy and decade-dependent what-ifs. Barbie has gone to space, could vote, and own property before many human women, and her appearance has changed to mirror society's beauty politics. The representational doll has become an extension of political fantasy, reflecting the beauty politics of society. Gerwig features a cast of Barbies, including Issa Rae, Emma Mackey, Alexandra Shipp, and Hari Nef. Stereotypical Barbie (Margot Robbie) is the protagonist, a blonde-haired, blue-eyed Barbie created by Ruth Handler. Her Ken counterpart, Ryan Gosling, is portrayed with humor and heart. They are a version of Eve and Adam, with their fall being dramatic. Barbie finds her perfect life hampered by existential thoughts and seeks answers from Weird Barbie (Kate McKinnon), a doll with a traumatic history. Stereotypical Barbie, with Ken, heads to real-world Los Angeles to find her little girl. The relationship between Barbies and their human owners is tenuously outlined, so it's best not to think too deeply about how it all works. Robbie's performance in Gerwig's Barbie highlights the tension between Barbie as an object and subject. Her expressive eyes and physical presence reveal the human world's forces, while her rigid presence in Barbieland suggests she's not less rigid in the real world. Despite the director's skill in capturing deeper themes, the film's ominousness and muddied politics suggest it ultimately serves a brand. The film's ominousness and muddied politics suggest the film serves as a brand. Gerwig's film Barbieland is a mix of fun and emotional depth, with a tension between keeping Barbie entertaining and blending her source material with previous projects. After a detour, Barbie returns home to find Ken's patriarchal knowledge has transformed Barbieland. The screenplay, by Gerwig and Noah Baumbach, avoids familiarity and mockery, but the moments that aren't just funny are buried in important monologues, making the gestures feel politically hollow. The film's mandate is too ambitious, making it feel politically hollow."
7/10,"Pink Political Power is: Fun, Funny At Times, Deep, But Aggressively Weird",07 2023,LIKES:
3/10,Days of Fun Movies are over,07 2023,Walked out during intermission.
8/10,A much more emotional journey than I expected,08 2023,Warning: Spoilers
6/10,Starts well.. but then..,08 2023,Warning: Spoilers
10/10,Genius! We need more movies like this one!,07 2023,"Barbie, directed by Greta Gerwig, is a satirical and surreal comedy masterpiece that subverts and celebrates the iconic doll and her world. It's a small art house film on a big blockbuster scale. It's something we need more. It deserves acclaim for that risk that Mattel, WB, Gerwig and all its Cast and Crew took. Margot Robbie stars as Barbie, a plastic perfectionist who struggles to fit in with the rigid expectations of her society. When she is expelled from Barbieland for not being flawless enough, she embarks on a journey of self-discovery in the real world, where she meets a diverse and colorful cast of characters who challenge and inspire her. Along the way, she learns to embrace her flaws, find her voice, and unleash her inner sparkle."
6/10,Not all is peachy when things get preachy,07 2023,"It feels like its been some time since a film release has gripped the world quite like the way in which Barbie has over recent weeks/months, with the Greta Gerwig directed box office sensation creating a global phenomenon that has translated to record breaking openings in cinemas, critical plaudits and audience adoration on a scale that is mostly just a dream for Hollywood bigwigs."
10/10,Barbie is everything,07 2023,"Greta Gerwig, you've done it again. There's a reason this movie has become such a phenomenon in modern culture and that's because it's always been a hit!"
7/10,"Funny And Good Cast, But Not This ""Great"" Movie Everyone's Been Saying",08 2023,Warning: Spoilers
9/10,Surprisingly Good,08 2023,"I wasn't expecting much, but this movie is great! It's a smart comedy. The film is clearly feminist, but it is NOT ""preachy"" as some other reviewer complained. Yes, there is one speech, but it's not made by a Barbie. It fits into the story."
6/10,Not Kenough,07 2023,"Barbie is a thoughtful homage to an iconic toy brand that overturns the well known stereotype of the blonde, plastic ""bimbo"". It is also undeniably Mattel's punt at keeping Barbie relevant and commercially viable for the next generation."
3/10,A missed opportunity,07 2023,Warning: Spoilers
8/10,Barbie has an existential crisis,07 2023,"Barbie is a really fun movie that all ages can enjoy because while it's colourful and entertaining the main storyline can get emotional at times. The comedy in the movie is pretty funny too and got a few laughs from everyone in the cinema, the music is really nice and so are the choreographed dances. What I liked the most about this movie is that it was very doll-like, the food and drink were plastic and fake, the cars didn't have engines and just glided along the floor, and the actors were doll-like in their movements and how they interacted with their environment."
6/10,A very enjoyable film,07 2023,Warning: Spoilers
10/10,"The ""American Psycho"" of this generation.",08 2023,"Barbie is one of those few films that are able to merge an extremely unreal and borderline bizarre environment with an immensely grounded and hyperreal take on society successfully, and still be massively entertaining."
7/10,The audiience seemed to like it,07 2023,Warning: Spoilers
8/10,So fun and charming!,07 2023,"So i've just got back from theaters and all i got to say is wow, that was such a fun, funny, charming movie and the Barbie world was just so colorful ! ( which we knew from the trailers )"
10/10,Surprisingly Great!,07 2023,"I went into this film opening day for a good laugh not expecting too much from it. When I exited the theatre I was shocked by how good of a film it was. I didn't expect it to be so funny, so we'll written, I just thought it would be okay and a bit cheesy but no. Truly a great film but there are a few jokes that might go over young kids heads, as well as some of the references. One of the most fun films of the year to experience, especially if you are depressed after watching 'Oppenheimer'. It has moments of sadness, laughs and so much more. Overall 10/10, great message, great acting, great movie."
4/10,"Not the evil propaganda some people are saying, but also not funny and very shallow",07 2023,"I just watched Barbie, it wasn't offensively bad. It was just weak, and not funny. The feminist rant stuff is unapologetically there, not as frequent as some people are saying, it came across to me like content from an '80s female stand up comedienne, so nothing original, and very dated. The script is messy and doesn't make a lot of sense even regarding it's own internal logic."
8/10,This isn't the movie you think it is - and it's probably better for it.,07 2023,"Any time a movie prioritizes messaging, there's an all too long history of the end result suffering, whether in terms of its storytelling, its general craftsmanship, or both. Broadly, this trend holds true even when a message is important, admirable, and agreeable. Case in point, last year's slasher 'They/them' was troubled in various ways, but above all in how immensely upfront it was about its otherwise gratifying messaging; sure enough, the writing suffered in turn. This 2023 film is not free of that same issue, for it is extremely, emphatically forthright and downright strident about the ideas at the root of the screenplay and which it wishes to convey; they're terrific ideas, but literally from the very beginning we see and hear exactly, indisputably, what the script wants to communicate. More than that, this is a picture that strives to be, say, and do a lot, and in fact it is, says, and does so much that it's a little overwhelming - I earnestly think the finished product would have benefited from some thoughts being left out so as to tighten the whole and assert greater focus. And though I somewhat repeat myself, it's well worth accentuating that the feature is majorly heavy-handed, with astonishingly little of the content being given a delicate, nuanced touch for the viewer to pick up on or feel for ourselves. It's a title that wears its neon pink heart on its sleeve, and there's no possibility of missing it."
6/10,Initially fun but there's lots to dislike,07 2023,Warning: Spoilers
10/10,"Barbie, Barbie, Barbie",07 2023,"I somehow managed to convince my immensely macho friend to watch this film with me and boy was it an amazing experience! Margot Robbie added a level of depth to this character that has previously never been shown. Her performance wholeheartedly needs to garner her every award for acting. Ryan Gosling as Ken also needs awards, he was immensely funny and showed emotions at the right time. America Ferreira needs to win an award for best supporting actress, her monologue towards the end was just wow!!! The film has a ton of heart, humor and the ability to make you go from being sad, reflecting life to laughing out loud. I would highly recommend that everyone watch this film, it's quite the experience."
6/10,"Fantastic Concept, Plastic Execution",08 2023,Warning: Spoilers
8/10,A JOLLY LIFE IN PINK IS GLITTERING & HEART-STIRRING,08 2023,"Greta's satire that evidently seems like a promotion run of Mattel's creations, is beyond the pink dazzle. The sugary-adorable pastels, mostly the pink colour spreads all over the dreamy world of Barbie. Everything that makes it fancy, fizzy and fantastic are the production designs and costumes. Ebullience is lightened by the sparkling musical sequences. The Fabulous Margot Robbie as Barbie is the eminence of this Greta's clever and creative vision. The Cast is typically perfect to saturate in the fantasy. Ryan Gosling charmingly lends a kenergy in the story. The ridiculous banters strives all the way, sometimes little silly but mostly unveils the story's themes. There's a brief mention of Mattel's creation & how they flawed at a place when they aimed to represent a powerful figure. There's a slight malfunction between the fantasy and real world that alters different ideologies to flourish in the fun and laughs. The ideologies shapes into leading an unresolved fragment of humankind. The two contrasting portraits, the Patriarchy & Feminism comes in a fairy tale that once again liberalise the women and evokes them to voice up for themselves and their dilemmas & demands for a treaty for their existence and admiration which is partly void in the flawed-society. The sweet messages are beneath the glaring pink world, that adds a soul in the story. Barbie's exploration in finding the answer to the malfunction leads to many errands along the way. She realises the elegance of tears, her purpose and worth, being imperfect is normal and ultimately the self-discovery immerses in the conclusion. A pink jest is a celebration of womanhood as the flashes of memories flow. Gradually it reaches to hearts of millions with its resembling storytelling. It turns into a tender-mellow tale of Barbie, growing up to understand the sentiments of a human much more. Indeed this elegantly crafted and insightfully written tale drives to a sentimental ending. The heart would be pink, the tears would be pink, hereby you'll love pink."
7/10,Fantastic attention to details,07 2023,Warning: Spoilers
10/10,Barbie is everything & bring on Kenergy,07 2023,I don't think I've been this excited about a movie in a long while.
7/10,"[6.8] Great rosy start, mild yellow-gray continuation",09 2023,"A nice, childish movie deserving around 6 as the rating, but as I enjoyed it mildly and sometimes more than averagely it gets a nice and commendable 6.8 rounded up to 7."
5/10,"A funny film but with a spoon fed, preachy message and no real writing behind it",07 2023,Warning: Spoilers
10/10,In Awe,07 2023,"I love Greta Gerwig so I knew I'd love this. It, however, exceeded my expectations and was a movie so great it broke through my expectations and my version of the real world. I will see this again as many times and with as many people or by myself that I can. This is one of the greatest films not only of the year, but of the decade, if not the century. If I sound like I'm over exaggerating it, for me, I am completely serious. Please go watch it with your mom, your dad, your lover, your sister, your brother, your best friend, or your worst enemy. It's worth it, it really really is. Bravo!!!!!!!"
10/10,Laughed tears and that's Kenough,08 2023,Warning: Spoilers
7/10,"If you want it, here it is. Come and get it.",08 2023,"No doubt you've spent a few months hearing about Barbenheimer, referring to the simultaneous releases of Christopher Nolan's ""Oppenheimer"" and Greta Gerwig's ""Barbie"". Obviously the movies couldn't be more different. I saw ""Oppenheimer"" last weekend, as arms control experts had recommended seeing it before ""Barbie"" after all, she lives in the world that he helped bring about."
10/10,Really good . Like nothing I've seen before,07 2023,Warning: Spoilers
6/10,Half good half bad,08 2023,"I saw this movie right now and mostly enjoyed it. The good parts are really enjoyable, but sometimes I was just bored. I really don't know how they did it, but near the end of the movie some scenes were the peak of cinema and some were just uninteresting."
10/10,One of the Best Comedies of the Year,08 2023,"I went to see Barbie in theaters today, and it is one of the best comedies of this year."
6/10,Well made movie but a little uneven,08 2023,Barbie was a fun movie and it visually looked really original. There were some really funny parts and some good acting. I loved some of the throwbacks and songs. Really was laughing at some of the funny moments.
5/10,Lack of Depth,08 2023,"Let's start with what I enjoyed. The scenery, costumes and music were very nice but I believe that this movie was way over-hyped. I expected Barbie to be a touching movie that showed the positive and negative effects of this doll on society with a few FUNNY jokes here and there. Instead, I was greeted with an overly dramatic, some would say cringey, movie that sounds badly written. It seems that this movie doesn't fit in any category. It is definitely not a drama, nor a comedy as all the jokes were laughable, but for the wrong reason. The moral of the story is one that can definitely be appreciated, but just isn't suited for this type of movie. A pink doll travelling between the Barbie world and the real world wasn't enough to convey a strong message on the stringent beauty standards that hurt this generation of women. If you are not into Barbie, this movie is definitely not for you."
10/10,Absolutely powerful movie and changed my perspective on life,08 2023,Warning: Spoilers
7/10,Must admit I struggled!,07 2023,"I guess my starting point was not a huge fan of anything Barbie, but to be honest I went in moderately openminded. The film was dull at times and at others quite subversive!"
10/10,Beautiful,08 2023,"This movie made me laugh, and cry. It was a beautiful commentary on sexism and the patriarchy and how it affects little girls, while still poking fun at it all. It also spreads a really inspiring message about mothers. I personally wouldn't show this movie to a child TOO young as there are a few jokes about how barbie's don't have genitals, one bleeped f word, and a few mentions of beer. It was a LITTLE depressing, but overall very inspirational. Despite, of course, the discussion of misogyny, I laughed through the whole thing. It was hilarious. It addressed also how adult women/mothers feel self conscious about not being perfect. It was beautiful and I'd watch again."
7/10,Funny and entertaining but kind of a mess,07 2023,Warning: Spoilers
9/10,Spectacular!,07 2023,Family/adult film mashed in really well! The trailer barely shows anything about how deep the movie is; I really appreciate that! I'm sure production design will surely get recognition at the Oscars I love that they used so much pink they had to get more. I saw it inRPX with my sister Emily which was quite spectacular except for several audience members that were obnoxious and barely seemed into the movie those people like that are strange.
7/10,A mix of somewhat funny summer-movie and social commentary. But it's all over the place.,09 2023,A commercial stretched into a full-length feature film.
8/10,Unexpectedly good!,07 2023,"I was be able to attend the pre premiere of this movie and I have to say this movie was unexpectetly good and this comes from a non Barbie fan. Barbie is the role Robbie was clearly born to play. Ryan Gosling and Simu Liu were incredible too and actually the whole cast of this movie shines ! Barbie is a brilliantly executed, incredibly fun, brightly colored, completely logical feminist statement that should be remembered come awards season. Ultimately, Barbie is so many things: a stereotype, a toy, an idea; a vessel of imagination; a cultural relic. But in Gerwig's trusted hands, this is Barbie like you've never seen her before."
7/10,What Walt's Watching,07 2023,"""Barbie"" the movie must be a dream come true for girls all over the world and some guys too if that's your jam."
10/10,This movie is for EVERYONE,07 2023,I never have done a movie review because I have never seen one worth reviewing till Now!!!!!!!
6/10,Barbie: Review,08 2023,Good movie not a great one.
10/10,Healing my 80's childhood heart,08 2023,"I laughed and cried all the way through this movie as my 80's child heart healed and my midlife heart felt reassured that how I have felt through all these years is has been seen. Greta Gerwig is a genius and I'm sorry for all those who thought this was going to be some plastic-fantastic fun ride and were stuck with the deep existentialism and down with the patriarchy messaging - but this was a masterpiece! My only hope is this movie becomes part of the school curriculum and is studied for years to come. Bravo - you are changing the world Greta! And Margo, Ryan and the cast were absolute perfection!!! 10/10 all day every day!"
6/10,I don't know how to describe,07 2023,Warning: Spoilers
10/10,Full of Surprises,07 2023,Warning: Spoilers
7/10,Had no right to be as good as it was,09 2023,"I remember when a 'Barbie' movie was announced thinking to myself what a disaster that is going to be. So I was pretty surprised when the film finally came out and the feedback was glowingly positive for the most part. I don't think the film was as good as some people have made it out to be, but it was certainly a lot better than the concept had any right to be."
10/10,A Classic Screwball Comedy,08 2023,"Pushing all of the serious reviews aside for a moment, this is a classic comedy of the thirties, updated for our times. Screwball comedies like ""Bombshell"" with Harlow and ""My Man Godfrey"" were wonderful satires. They centered around a battle of the sexes, with a female character dominant over the male lead. They were loaded with farcical situations and spoofing, as well as lots of physical comedy."
6/10,Somewhere there is a good story,07 2023,Warning: Spoilers
5/10,Playful idea about the Barbie concept that gets lost in the messy story.,07 2023,"Barbie is a new fantasy comedy directed, part written and produced by Greta Gerwig, director of Lady Bird and Little Women."
10/10,"""This Barbie is far from plastic. It's fantastic"".",07 2023,"I finally had the chance to watch the wonderful Barbie movie, and I must say, it did not disappoint me at all. In fact, it surpassed my expectations! Barbie turned out to be much more than what I initially imagined-it's truly remarkable!"
6/10,"It swings, and it kinda hits. Kinda.",07 2023,"BARBIEHEIMER is among us! Between BARBIE and OPPENHEIMER releasing on the same week, the wife really wanted to see this first and I obliged."
10/10,Thought it would be cheesy,08 2023,Warning: Spoilers
6/10,Divided,08 2023,Warning: Spoilers
8/10,Positively surprised,07 2023,"Addresses current critical issues; basically, the movie revolves around that. The central ideas are patriarchy and female empowerment, which I believe were handled intelligently and elegantly. I was particularly surprised in this regard; I didn't expect the film to be so mature."
6/10,A Barbie World?,07 2023,"I am so torn, on this movie. There is no doubt, that Barbie is beautifully made movie, with an awesome cast and an amazing creative team. Margo Robbie was born to play Barbie and lets be honest Ryan Gosling stole the entire movie. Then again I can't think of a single cast Member I didn't like. The references are amazing, as a boy with a sister, I grew with Barbie so I recognised a lot things. But, I did not care for the writing and some of the movies messages, were not just bad, but problematic. I was going to go into details about all the things that bothered me, but I'm not spoiling anything. I don't hate this movie, by any means, but I don't love it either. I think the target audience will love it, and lets be honest thats not me."
5/10,Misleading,07 2023,Warning: Spoilers
10/10,Barbie lover here,07 2023,This was the Barbie movie I hoped for. First adverts made it appear like Barbie would be sexualized.
6/10,Interesting satire that doesn't always hit the mark,07 2023,Warning: Spoilers
2/10,Glitzy and preachy,09 2023,"This is not a movie to take your 10 year old girl to. On the surface it looks flashy and appealing, but if you listen to the messages you start to realise that it is preaching. And in the least subtle way you could think of."
10/10,Deep Meaning Behind Seemingly Innocent Facade,07 2023,Warning: Spoilers
6/10,It is not groundbreaking as people claim it to be,09 2023,"The 2023 Barbie movie is a whimsical and colorful adventure that aims to entertain its target audience of children but falls somewhat short for a broader viewership, warranting a 6/10 rating."
10/10,Best movie ever!,07 2023,Warning: Spoilers
7/10,It's alright,07 2023,Warning: Spoilers
10/10,Barbie is On Her Way to the Oscars,07 2023,"When I first knew there was a Barbie movie in production, a live action, I thought ""It should be as bad as the others movies""... When I notice was Greta Gerwig making the movie, my expectation get higher. Then, when I saw the cast, my expectations were even higher!"
4/10,I'd probably drop it at around 1/2 if I watched it alone at home,07 2023,"Attending the prepremiere of the much-anticipated Barbie movie was an experience I won't soon forget, but unfortunately, not for the right reasons. At least 85% of the movie was pure hype, creating high expectations that were ultimately let down."
10/10,"a love letter to women, girlhood and growing up outside of a world run by the patriarchy",07 2023,"To me, Barbie was a wonderful exploration of feminity and womanhood while also encompassing themes of patriarchy and the entitlement of men. I wasn't really sure what to expect beforehand but i was truly enjoying it and smiling nearly the whole time. It pains me, how all women and girls will be able to relate to some of the scenes and it angers me so much how men seeing this movie just hate it for the sake of hating something pink and fun."
6/10,Could be better,08 2023,Started well including the scene where Barbie removes her feet from her shoes and remains the same shape (as per the trailer) but after Barbie and the characters were introduced the script began to lose its way. As though the writer tried to include little memories or what would be nice rather than a theme or good story throughout. If you have nothing to do worth watching but if you are expecting laughs or a wow factor don't expect too much. I think also instead of directing to children and adults just stick to one or other. Actors were all good but the story just let them down. Hopefully not a trilogy on the way.
5/10,In your face shallowness,09 2023,"I was really excited to see this movie when I saw it was in the making a year ago. Even more so when the trailer released, I loved the 2001 Space Odyssey reference."
7/10,"A ""Barbie"" girl on the loose from her ""Barbie"" world, a fun mixed film of fantasy and reality.",07 2023,"Being a boy growing up I was never a ""Barbie"" doll collector, always had mostly ""Star Wars"", ""WWF"", and ""He Man"" figures, yet I like all others knew the impact and cultural historical vibe of the Mattel toy line. This film from director Greta Gerwig which blends the toy and real worlds together, so well showing what it's like to deal with being accepted into reality with people who have loved you as a toy doll. The movie rightfully called ""Barbie"" is a fun one a real sentimental journey a film really of escape, fantasy, a touching adventure that's blended with comedy and drama. The acting and on screen chemistry is in top notch form with ""Barbie""(the beautiful and sexy attractive Margot Robbie) and ""Ken""(Ryan Gosling) as they live in the colorful and magical playland life it all seems just a dream, only when signs of malfunction and a hint that ""Barbie"" might be human the film changes. As going into the real world to search for the cure to become a toy again offers plenty of moments that have you as a viewer laughing and feeling emotions as you really along, with the central character feel the compare and contrast and weigh the choices and decisions that humans must make, and the real world even sees the ""Barbie"" toys in a different light. Overall well done good feel good entertaining film as the sets and displays of pink give escape and fun, even if you were not a ""Barbie"" collector you will enjoy this film as it provides the messages of love and acceptance."
10/10,Beautiful and Spectacular,07 2023,Warning: Spoilers
6/10,"Ryan Gosling, a pure showman",08 2023,"If forgotten, Ryan Gosling started off in the mickey mouse club. Important to remember because wow what a talented individual. Recent memory sees him leading roles that require a more stoic subdued approach, and it can be easy to miss his range. Barbie seeks to utilize all his acting muscles, and to a resounding success. He can sing, dance, act, and do comedy."
10/10,"All Things Considered, It's Perfect.",08 2023,"When I first heard about this movie, I didn't want to see it. Then I watched the trailer and my mind was changed instantly. Margot Robbie as Barbie could not have been a better casting choice, Ryan Gosling as Ken was just *chef's kiss*. It's a wonderfully beautiful and talented cast. It's charming, funny, touching, powerful and overall perfect. The soundtrack is fantastic, I've been listening to I'm Just Ken on repeat for days now. The diversity and representation within the cast is beautiful and so exciting to see in a movie as big as this one. Greta Gerwig and everyone who worked on this movie absolutely knocked it out of the park."
6/10,Could it ever meet expectations?,07 2023,Barbie Movie Review She's a Barbie girl (who is having an existential crisis) in the Barbie world. Life isn't so fantastic. So she decides to head to the 'real world' with Ken because we've got everything sorted over here right?
1/10,Really really bad,09 2023,I am at a complete loss for words but I will try to do my best to summarize how I feel.
10/10,This movie is a master peace,07 2023,Warning: Spoilers
6/10,"Corny, Watchable, But So Corny",07 2023,"This review will sorta just be a barebones review. There's no spoilers because this movie doesn't really have a plot or resolution that can be spoiled. The movie starts out with a reference from 2001: a space odyssey, Which im sure went right over the target audiences heads. Then breaks into a lot of corny jokes in Barbieland. Barbieland is the best part of the movie, the Barbies performances are all hammed up, kind of like a long progressive commercial. But the acting is supposed to be corny and overacted because they're barbies so I'll accept it. Barbieland has a lot of fun moments with the songs and dances and the beach and Cena. The design of Barbieland and costumes of the Barbies and Kens is why this movie is getting this hype ans it definitely lives up to it. Margot Robbie does a good job as barbie and Gosling as Ken is by far the funniest/best part of the movie. Barbie starts her crisis and goes to the real world and everything starts to suck. Ken finding out about patriarchy is the best thing about the real w orld. The jokes in this movie were really weak, the sentimental serious parts are really boring, this movie feels like it's 2 and 1/2 hours and it's only 1h45. Will Ferrell shows up but they forgot to write jokes for him. America Ferrera gives the most genuine performance but her character is devoid of logic and ends up just giving a long lecture. Lots of the corny jokes in this movie fall completely flat, but theres so many jokes in this movie that you will laugh at least a little bit. Men are targeted in this movie and it has no idea what subtlety is, but it is a Barbie movie so i can accept that. And most importantly this movie has no conflict resolution at all, they sorta just end the movie on one last moderately silly joke. This movie was sort of just a forgettable comedy with a lot of hype before it. But hey I'm glad it brought people to theaters again and did have a message worth watching even if it was delivered rather weakly."
2/10,Started out well but puttered out,09 2023,"I was excited by the hype from this movie. It seemed early reviews were enthusiastic about the themes and tone of the movie. The first 30 minutes were slow, the middle frenetic, and the last boring."
10/10,An Elf-like work of art.,07 2023,"My husband asked me to compare this to something else to ally, and my first thought was Elf. In these ways it lives up to one of the greatest movies of all time - both are hilarious, have wonderful musical numbers, heartwarming, will make you tear up, complicated parental storylines, unlikely character bonding, and whimsical visual tie-ins/world-building + bonus of both having Will Ferrel to boot."
6/10,Strange film - like Twilight Zone or Black Mirror,07 2023,"Barbie is a weird film that is pretty well made. It tells the story of how one of many Barbie's in Barbie-land leave and go into the real world to find the person who owns them as a toy. In the real world, they see what impact Barbie has, or fails to have, as a product on the minds of young girl consumers. This information changes her, and Ken's opinion of themselves and they return home and deal with the aftermath of this revelation."
10/10,Very intelligent movie with message,08 2023,Warning: Spoilers
9/10,A Great Comedy & Satire,07 2023,"Opens with a great tribute to 2001: a Space Odyssey's ape sequence, setting the scene for the humour and satire to follow. Barbie and Ken escape from Barbieland into the real world, threatening societal breakdown in both as changes in one universe affects the other. Barbieland is effectively a Matriarchy where girls rule and the Kens just do Beach, play sports, stand around and try to attract the attention of the Barbies. There are all types of Barbies, President Barbie, the Supreme Court Barbie, Roadworker Barbies. Margot Robbie is Stereotypical Barbie with Ryan Gosling as her Beach Ken. They travel to the real world after Barbie starts developing cellulite and worrying about death. Ken learns about patriarchy in the real world, especially from the clever corporate types who affect an image of equality but use this as a cover to carry on in the old manner. Ken returns to Barbieland intent on turning it into a Kendom and turning the world upside down. Barbie faces the all male Executive board of Mattel where the CEO (Ken Ferrell) defends his policies but literally tries to put Batbie in a box. . Cutting satire, great humour in a whipsmart script with wonderful fake pastel sets in Barbieland. The themes and set decoration bring Don't Worry Darling and Asteroid City to mind. Kate McKinnon is Weird Barbie who helps Stereotypical Barbie to solve her personal problems and to battle against the Kendom. I'll have to see this again. I reckon to properly appreciate all the jokes, irony and satire. Greta Gerwig takes no prisoners as she Directs and Co-Writes (with Noah Baumbach) this comic masterpiece. 9/10."
7/10,Ryan Gosling is the main character,07 2023,Ryan Gosling acting was so good that is seemed that he as Ken is the main character.
5/10,Only thing that saved this was good acting and sound track,07 2023,"Honestly, not too sure what my partner and I were expecting, but we figured it would be a fun, empowering, and sweet movie."
10/10,Loved everything about it,07 2023,Warning: Spoilers
10/10,Love it 😍,08 2023,"The beauty in the movie isn't merely skin deep. The story woven throughout Barbie is a true testament to the power of belief in oneself and the importance of friendship and teamwork. Barbie's determination and courage in the face of challenges inspire viewers to embrace their own strengths and strive for greatness. The characters in Barbie are wonderfully developed, each with their own unique personalities that add depth and charm to the narrative. Barbie herself, with her resilience and strong sense of justice, is a shining example of a positive role model."
7/10,Are we still in the 60's lol?,08 2023,"I feel like we as a society can't move past our parents and grandparents battles... women in first world civilizations have it better than ever (spoiler alert, it'll only get so good). Movie would have had a great message 60 years ago."
8/10,Mattel's love letter to their Creation?,08 2023,Warning: Spoilers
7/10,Conflict Barbie,07 2023,"Barbie offers a delightful and fun-filled experience, encompassing chuckles, joy, and, surprisingly, some deeper discussions surrounding its creation's intended impact on feminism versus the portrayal of opposing views on women in real life. It even delves into the influence of patriarchy, hyper-masculinity, and its effects on the mental and emotional struggles women face daily. Initially, I found myself a bit confused since it wasn't quite what I expected. The movie touched on dark themes like death, which left me wanting more answers, especially since it was mentioned often, but it didn't tie up that loose end."
9/10,There is an art-house movie under all that pink,07 2023,"I tend to gravitate towards French cinema and the classics; the idea of watching a franchise movie about Barbie seemed mildly repellent at first. Well, I am glad I kept an open mind."
1/10,Waste of time,08 2023,"Whoa I am impressed by all the people grading this movie more than 3.... This is complete waste of time ... story was poor and there is really nothing to understand not even on the 2nd or 3rd level ! No matter what the ""intellectual"" people are trying to find out ! Talking about the perception of the woman or even the way the man are behaving ! Seriously ?"
8/10,Babes in toy land.,08 2023,"'Barbie (2023)' truly is an accomplishment, a shockingly successful blend between a mass-appeal blockbuster and a strange slice of surreal existentialism. There isn't anything quite like it and, although it essentially serves as one giant advertisement for its eponymous doll, it feels like a genuine piece of almost outsider art with a great sense of humour and a ton of heart. It's an incredibly well-crafted feature. The cinematography, set design and costuming all hit the nail squarely on the head, to the point that the pastel plastic aesthetic of Barbieland is so compelling and so complete that it honestly feels as though the movie has become live-action once Barbie and Ken make their way to the real world (even though the flick has been live-action since its first frame). The performances help with this, too, as the actors not only throw themselves from head to toe into the absurdity needed to fully embody the unreal nature of their characters but also deliver their lines with pitch-perfect timing and genuine emotion. All the Barbies and all the Kens (and Allan) are great, but Margot Robbie and Ryan Gosling truly are the stars here. The former is absolutely brilliant, nailing the emotional dichotomy of her character's mindset as she undergoes her journey, and the latter just seems as though he's having a great time, living that quintessential Ken lifestyle without an ounce of embarrassment. It's also nice to see Will Ferrell being funny again, popping up as a CEO who seems like he just might be Buddy the Elf all grown up (it's not like he ever stopped being funny, per se, but he's been in some rough movies recently), and America Ferrera is great in her more down-to-Earth yet refreshingly honest role."
